compound_id	compound_name	evidence_source	evidence_note
cpd29641	an_alkane	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29642	apolipoprotein	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29643	aprimaryalcohol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29644	D-ribulose-1,5-P2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29645	D-sedoheptulose-1,7-P2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29646	IPP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29647	tRNAglyT	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29648	tRNAglyU	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29649	tRNAglyV	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29650	tRNAglyW	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29651	tRNAglyX	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29652	tRNAglyY	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29653	1D-myo-inositol (1,4,5)-trisphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29654	inositol_145-trisphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29655	(S)-1-pyrroline-5-carboxylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29656	l-delta1-pyrroline_5-carboxylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29657	L,L-SDAP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29658	rRNAs	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29659	signal-peptide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29660	tRNA-Containing-Guanine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29661	tRNA-Containing-Queuine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29662	tRNAs-with-N7-methyl-guanine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29663	D-isocitrate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29664	D-isocitrate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29665	1-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29666	2,3-Dihydro-2,3-dihydroxybenzoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29667	C'-(3-Indolyl)-glycerol 3-phosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29668	4-(1-D-Ribitylamino)-5-aminouracil	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29669	5-Methylthio-5-deoxy-D-ribose 1-phosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29670	6-hydroxymethyl dihydropterin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29671	ADP-D-glycero-D-manno-heptose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29672	apoprotein [acyl carrier protein]	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29673	N(omega)-(L-Arginino)succinate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29674	Calcium	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29675	2,3-dihydroxicinnamic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29676	Dihydroneopterin monophosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29677	D-Glycero-D-manno-heptose 1,7-bisphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29678	KDO(2)-lipid IV(A) with laurate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29679	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29680	cis-octadec-11-enoyl-[acyl-carrier protein]	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29681	D-Tagatose 1,6-biphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29682	trdox	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29683	12dag3p_BS	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29684	12dgr_BS	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29685	cdpdag_BS	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29686	pglyp_BS	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29687	ps_BS	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29688	psetha_BS	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29689	Phosphatidylglycerophosphate (Ecoli)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29690	gly-L-asn	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29691	gly-L-gln	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29692	gly-L-gly	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29693	gly-L-met	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29694	L-ala-gly	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29695	L-ala-L-asp	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29696	L-ala-L-gln	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29697	L-ala-L-his	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29698	L-ala-L-leu	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29699	L-ala-L-thr	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29700	L-met-L-ala	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29701	(S)-2-Methyl-3-oxopropanoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29702	(R)-2-Methyl-3-oxopropanoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29703	2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29704	(E,E,E,E,E,E,E,Z,Z) Decaprenyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29705	tetracosanoyl-CoA  (n-C24:0CoA)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29706	1,2 diacylglycerol (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29707	acyl-glycerophosphoethanolamine (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29708	acyl-glycerolphosphoglycerol (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29709	ala-L-glu-D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29710	L-Ala-?-D-Glu-diaminopimelate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29711	CDP diacylglycerol (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29712	Cardiolipin (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29713	Copper +1	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29714	fluoroquinolone deriv	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29715	Lipopolysaccharide-O5 (Salmonella)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29716	lipopolysaccharide core in salmonella	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29717	o-antigen Salmonella typhimurium	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29719	Octadecatetraenoic acid (n-C18:4)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29720	Octadecatetraenoyl-ACP (n-C18:4ACP)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29721	Phosphatidate (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29722	Phosphatidylethanolamine (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29723	peptidoglycan subunit of Salmonella	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29724	Phosphatidylglycerol (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29725	Phosphatidylglycerophosphate (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29726	Phosphatidylserine (S. typhimurium)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29727	Undecaprenyl diphosphate galactose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29728	Undecaprenyl diphosphate galactose-rhamnose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29729	Undecaprenyl diphosphate galactose-rhamnose-mannose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29730	Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29731	Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29732	2-Demethylmenaquinone 7	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29733	flavin mononucleotide reduced	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29734	BETA-HYDROXY-4BETA-METHYL-5ALPHA-CHOLEST	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29735	CPD-1981	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29736	CPD-520	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29737	CPD-7670	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29738	CPD-8111	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29739	CPD-842	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29740	CPDQT-10	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29741	CPDQT-13	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29742	CPDQT-14	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29743	CPDQT-15	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29744	CPDQT-17	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29745	CPDQT-9	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29746	Cofactors	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29747	4-hydroxy-L-proline	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29748	Reduced-cofactors	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29749	4-Coumaryl alcohol_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29750	ATP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29751	Biomass_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29752	Biotin_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29753	C15811	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29754	C15812	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29755	CTP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29756	Cellulose_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29757	Chlorophyll a_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29758	CoA_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29759	Coniferyl alcohol_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29760	D-Xylose_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29761	Folate_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29762	G00003	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29763	G00004	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29764	G00006	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29765	G00007	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29766	G00008	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29767	G00009	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29768	G00011	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29769	G00012	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29770	G00013	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29771	G00014	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29772	G00038	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29773	G00057	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29774	G00073	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29775	G00074	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29776	G00079	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29777	G00143	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29778	G00145	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29779	G00146	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29780	G00148	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29781	G00149	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29782	G00171	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29783	G06780	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29784	G08421	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29785	G10526	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29786	G10595	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29787	G10596	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29788	G10597	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29789	G10598	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29790	G10599	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29791	G13032	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29792	G13033	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29793	G13038	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29794	G13039	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29795	GTP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29796	Glucose_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29797	Glycine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29798	Hexadecanoic acid_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29799	L-Alanine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29800	L-Arginine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29801	L-Asparagine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29802	L-Aspartate_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29803	L-Cysteine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29804	L-Glutamate_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29805	L-Glutamine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29806	L-Histidine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29807	L-Isoleucine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29808	L-Leucine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29809	L-Lysine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29810	L-Methionine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29811	L-Phenylalanine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29812	L-Proline_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29813	L-Serine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29814	L-Threonine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29815	L-Tryptophan_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29816	L-Tyrosine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29817	L-Valine_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29818	Nicotinamide_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29819	Propinol adenylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29820	R-S-Alanine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29821	Riboflavin_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29822	Sinapyl alcohol_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29823	Starch_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29824	Sucrose_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29825	Thiamin_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29826	UTP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29827	Ubiquinone_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29828	beta-D-Fructose_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29829	Luteoforol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29830	dATP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29831	dCTP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29832	dGTP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29833	dTTP_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29834	zeta-Carotene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29835	4-Trimethylammoniobutanal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29836	Prostaglandin F2alpha	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29837	Cyanidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29838	Delphinidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29839	Pelargonidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29840	Melibiose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29841	Leucocyanidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29842	Leucodelphinidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29843	Naringenin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29844	Dihydrokaempferol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29845	Naringenin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29863	Glyceroltrilinolate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29864	Glyceroltrilinoleate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29867	Glyceroltripalmitoleate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29868	Glyceroltristearate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29869	Hemicellulose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29872	Materials	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29873	Nucleic_acids	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29874	Organic_acids	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29876	C00267_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29877	C00065_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29878	C00188_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29879	C00073_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29880	C00097_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29881	C00183_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29882	C00123_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29883	C00407_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29884	C00064_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29885	C00062_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29886	C00148_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29887	C00089_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29888	C00047_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29889	C00135_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29890	C00079_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29891	C00082_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29892	C00078_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29893	C00152_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29894	C02646_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29895	C00590_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29896	C02325_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29897	C02336_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29898	C00760_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29899	C00249_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29900	C00131_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29901	C00286_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29902	C00458_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29903	C00459_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29904	C00002_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29905	C00044_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd29906	C00063_biomass	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
